Study ID,Title,Citation,Study Type,Sampling Method,Study Population,Study population category,Case Definition,Case definition category,Date Start,Date End,Study Context,Outbreak Description,Notes,Entry ID,Entry Description,Country ISO3 Code,GADM Admin 0,"GADM Admin 1, when available","GADM Admin 2, when available","GADM Admin 3, when available",Precise Place Name,Urban or Rural,Location Description,Care Seeking Questions,Multiple Choices,Timing of care seeking,Regarding self or child,Recall time (in days),Facility or location sought as written in transcript,Type of care facility sought (standardized),N surveyed if they WOULD seek care,N who said they WOULD seek care,N surveyed if they DID seek care,N who actually DID seek care,Additional Information,Age lower (of individual with diarrhea in years),Age Upper (of individual with diarrhea in years),Proportion of individuals with diarrhea <5 years old,Sex (of individual with diarrhea),Diarrhea severity,Diarrhea symptoms,Nutrition Status,Overlapping Study,Percents converted to numbers,Comments,Extractor Initials,Status,Primary dataset,Stratified time,Stratified geographic location,Stratified urban rural,Stratified age,Stratified sex,Stratified severity,Overlaps checked,Overlaps Decision,Is this data internally consistent?,Was the sample size justified?,Was the non-response rate reported?,Non-response description,Comments
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
In the selected survey clusters of Dhaka and Mirpur hospital catchment areas, the field team conducted a house-to-house survey. Starting from the centrepoint of a cluster and proceeding in a randomly chosen direction, the team visited all the households and asked the available household members if anyone in their household had met the case definition of severe diarrhoea in the previous 12 months. The team visited successive households until they collected information on severe diarrhoea for 10 000 people in a selected cluster.",186_a_b,Dhaka; first visit,BGD,Bangladesh,Dhaka,,,,Urban,"Study identified catchment areas of hospital using hospital logbooks to find patient addresses and create a database of thanas (upazilas) with admitted patients.  Thanas home to the areas where two-thirds of admitted patients resided were chosen, creating a list of 31 included thanas.   ",Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,892,171,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,0,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
In the selected survey clusters of Dhaka and Mirpur hospital catchment areas, the field team conducted a house-to-house survey. Starting from the centrepoint of a cluster and proceeding in a randomly chosen direction, the team visited all the households and asked the available household members if anyone in their household had met the case definition of severe diarrhoea in the previous 12 months. The team visited successive households until they collected information on severe diarrhoea for 10 000 people in a selected cluster.",186_b_a,Mirpur; any visit,BGD,Bangladesh,Dhaka,,,,Urban,"Study identified catchment areas of hospital using hospital logbooks to find patient addresses and create a database of thanas (upazilas) with admitted patients.  Thanas home to the areas where two-thirds of admitted patients resided were chosen, creating a list of 31 included thanas.   ",Did you visit a qualified healthcare provider?,0,Any care,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,921,881,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,1,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
In the selected survey clusters of Dhaka and Mirpur hospital catchment areas, the field team conducted a house-to-house survey. Starting from the centrepoint of a cluster and proceeding in a randomly chosen direction, the team visited all the households and asked the available household members if anyone in their household had met the case definition of severe diarrhoea in the previous 12 months. The team visited successive households until they collected information on severe diarrhoea for 10 000 people in a selected cluster.",186_b_b,Mirpur; first visit,BGD,Bangladesh,Dhaka,,,,Urban,"Study identified catchment areas of hospital using hospital logbooks to find patient addresses and create a database of thanas (upazilas) with admitted patients.  Thanas home to the areas where two-thirds of admitted patients resided were chosen, creating a list of 31 included thanas.   ",Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,921,175,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,0,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_c_a,Kumudini; any visit,BGD,Bangladesh,Dhaka,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider?,0,Any care,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,838,710,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,1,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_c_b,Kumudini; first visit,BGD,Bangladesh,Dhaka,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,838,94,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,0,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_d_a,Chhatak; any visit,BGD,Bangladesh,Sylhet,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider?,0,Any care,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,2708,1794,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,1,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_d_b,Chhatak; first visit,BGD,Bangladesh,Sylhet,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,2708,302,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,0,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_e_a,Mathbaria; any visit,BGD,Bangladesh,Barisal,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider?,0,Any care,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,1170,650,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,1,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.","Severe diarrhea (danger signs, dehydration, hospitalization, 1+ week)",12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
The team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition",186_e_b,Mathbaria; first visit,BGD,Bangladesh,Barisal,,,,Rural,Study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided,Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,1170,117,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Severe,,,1,0,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,0,0,1,0,0,0,0,1,,,,,,
186,Incidence of severe diarrhoea due to Vibrio cholevae in the catchment area of six surveillance hospitals in Bangladesh,doi.org/10.1017/S0950268815002174,Survey,Other (describe in notes),Households that lived in the catchment area of surveillance hospitals and met the case definition of severe diarrhea in the previous 12 months,Resident,"Severe diarrhea: frequent loose or watery stools during 12 months preceding the survey for which they had to be admitted to a healthcare facility, or had to receive intravenous rehydration, or died as a result of the new onset diarrhoeal illness.",Diarrhea death,12/01/2010,04/30/2014,,No outbreak description,"Sampling from December 2010-April 2014, exact dates assumed
In rural areas, the team first approached local healthcare providers, religious and community leaders, educational institutions and local village markets. Then they walked through the village and met with the residents, especially women, in informal courtyard gatherings. The team explained its definition of severe diarrhoea and asked community members if they knew anybody in their community who met this case definition in the previous 12 months. If the field team received information about anyone with severe diarrhoea, they visited the household and confirmed that the person’s illness met the case definition. In urban areas,  the field team conducted a house-to-house survey. Starting from the centrepoint of a cluster and proceeding in a randomly chosen direction, the team visited all the households and asked the available household members if anyone in their household had met the case definition of severe diarrhoea in the previous 12 months. The team visited successive households until they collected information on severe diarrhoea for 10 000 people in a selected cluster.",186_f,Deaths,BGD,Bangladesh,"Barisal, Dhaka, Sylhet",,,,Both,"In rural areas, study identified catchment areas of hospital using hospital logbooks to find patient addresses and included only unions where 80% of the admitted patients resided. In urban areas, Study identified catchment areas of hospital using hospital logbooks to find patient addresses and create a database of thanas (upazilas) with admitted patients.  Thanas home to the areas where two-thirds of admitted patients resided were chosen, creating a list of 31 included thanas.   ",Did you visit a qualified healthcare provider as your first healthcare seeking event?,0,First source,Other (describe in notes),365,Qualified healthcare provider,Hospital/Clinic,,,41,30,"Proxies responded for those 10 and younger, 11+ self reported
Qualified healthcare provider not defined",,,,,Death,,,1,1,.32 of all diarrhea cases were among those under 5 years old,MHM,Complete,1,0,1,0,0,0,1,1,,,,,,
187,"Effectiveness of two community-based strategies on disease knowledge and health behaviour regarding malaria, diarrhoea and pneumonia in Ghana",doi.org/10.1186/s12889-017-4964-6,Survey,Cluster,"Carers of children under five years of age, who had fever, cough and or diarrhoea in the last 2 weeks prior to the interview",Caregiver,Three or more loose or watery stools in a 24 hour period,Diarrhea (3+ loose/liquid stools),04/05/2014,04/15/2014,,No outbreak description,"The Volta Region targeted only rural districts for the Home-Based Care (HBC) implementation and implements mostly malaria HBC (with the exception of some communities supported by NGOs which implement integrated HBC), despite all districts received drugs for the management of diarrhoea and suspected pneumonia in 2013.",187_a,Volta Region; would seek care,GHA,Ghana,Volta,"Hohoe, Ketu, Krachi East, Krachi, Jasikan, North Tongu",,,Both,"The rural population corresponds to 66 % of the total population. Two rainfall patterns occur in the southern area of the Volta Region, one major season is in April/ July with a peak in June and one minor season is in September/November with a peak in October. The north of Volta Region has one rainy season—May to October with a peak in August","Can you name two signs of severe diarrhea? If yes, would you seek prompt care?",0,Other (write in notes),Child,,Sought care,Any care outside home,179,83,,,The population denominator refers only to carers who correctly identified 2 or more signs of severe diarrhea. Prompt treatment refers to seeking care within the first 24 hours of treatment.,,4,1,,Severe,"More than 7 days duration, (ii) blood in faeces, (iii) dehydrated and (iv) not breastfeeding/eating.",,0,0,,MHM,Complete,1,0,1,0,0,0,0,1,"184 and 187 are part of the same research, but each study asks a different research question. 184 reports what those with diarrhea did do, 187 reports what would respondents do for hypothetical diarrhea.",,,,,
187,"Effectiveness of two community-based strategies on disease knowledge and health behaviour regarding malaria, diarrhoea and pneumonia in Ghana",doi.org/10.1186/s12889-017-4964-6,Survey,Cluster,"Carers of children under five years of age, who had fever, cough and or diarrhoea in the last 2 weeks prior to the interview",Caregiver,Three or more loose or watery stools in a 24 hour period,Diarrhea (3+ loose/liquid stools),06/23/2014,07/03/2014,,No outbreak description,"The Northern Region implements integrated community case management (iCCM) due to availability of funds from UNICEF. Based on the monthly activities reported through the routine monitoring information (District Health Information System-DHIMS II), the NMCP had some concerns on the low performance of iCCM in Northern Region compared to the other two northern regions (Upper East and Upper West Regions), although the iCCM coordinator in the Northern Region believed this low performance was due to under reporting of activities",187_b,Northern Region; would seek care,GHA,Ghana,Northern,"Central Gonja, East Gonja, East Mamprusi, Saboba Chereponi, Sawa-Tuna-Kalba, Tolon-Kumbungu",,,Both,The rural population corresponds to 70 % of the total population. In the north the rainy season begins in May and ends in October,"Can you name two signs of severe diarrhea? If yes, would you seek prompt care?",0,Other (write in notes),Child,,Sought care,Any care outside home,315,212,,,The population denominator refers only to carers who correctly identified 2 or more signs of severe diarrhea. Prompt treatment refers to seeking care within the first 24 hours of treatment.,,4,1,,Severe,"More than 7 days duration, (ii) blood in faeces, (iii) dehydrated and (iv) not breastfeeding/eating.",,0,0,,MHM,Complete,1,0,1,0,0,0,0,1,"184 and 187 are part of the same research, but each study asks a different research question. 184 reports what those with diarrhea did do, 187 reports what would respondents do for hypothetical diarrhea.",,,,,
188,In what ways can Community Integrated Management of Neonatal and Childhood Illnesses (C-IMNCI) improve child health?,ajol.info/index.php/ejhd/article/view/74390,Intervention,Cluster,Caretakers of children elss than two years old living in the study area,Caregiver,,No explicit diarrhea definition,11/01/2007,11/30/2007,Study evaluation of pilot intervention sites,No outbreak description,"Sampling from November 2007, exact dates assumed
Intervention areas had Community Integrated Management of Neonatal and Childhood Illnesses (C-iMNCI) implemented in the areas, non-intervention areas did not",188_a,Intervention area,ETH,Ethiopia,Amhara,North Gondar,Dabat,,Rural,,Did you seek care?,0,Any care,Child,,Sought care,Any care outside home,,,142,90,,,2,1,,,,,0,0,,MHM,Complete,1,0,0,0,0,0,0,1,,,,,,
188,In what ways can Community Integrated Management of Neonatal and Childhood Illnesses (C-IMNCI) improve child health?,ajol.info/index.php/ejhd/article/view/74390,Intervention,Cluster,Caretakers of children elss than two years old living in the study area,Caregiver,,No explicit diarrhea definition,11/01/2007,11/30/2007,Study evaluation of pilot intervention sites,No outbreak description,"Sampling from November 2007, exact dates assumed
Intervention areas had Community Integrated Management of Neonatal and Childhood Illnesses (C-iMNCI) implemented in the areas, non-intervention areas did not",188_b,Non-intervention area,ETH,Ethiopia,Amhara,North Gondar,Dabat,,Rural,,Did you seek care?,0,Any care,Child,,Sought care,Any care outside home,,,186,47,,,2,1,,,,,0,0,,MHM,Complete,1,0,0,0,0,0,0,1,,,,,,
189,"Diarrhea no more: does zinc help the poor? Evidence on the effectiveness of programmatic efforts to reach poorest in delivering zinc and ORS at scale in UP and Gujarat, India",doi.org/10.7189/jogh.06.021001,Survey,Systematic,Caregivers of children aged 2-59 months,Caregiver,three or more loose or liquid stools in 24 hours,Diarrhea (3+ loose/liquid stools),03/01/2011,06/30/2011,,No outbreak description,"Prior to implementation of the Diarrhea Alleviation through Zinc and ORS Treatment (DAZT) program. The main objective of the DAZT program was to scale–up adequate treatment of diarrhea among children under–five through public and private sector channels in selected districts. Sampling from March-June 2011, exact dates assumed
Sampling from March-June 2011, exact dates assumed",189_a,Baseline; Gujarat; male,IND,India,Gujarat,"Banas Kantha, Dahod, Panchmahal, Patan, Sabar Kantha, Surendranagar",,,Rural,"With a Gross Domestic Product (GDP) of US$ 2337, Gujarat ranks among India’s top 10 states for economic productivit",Where was care sought?,0,Any care,Child,14,Treatment outside the home,Any care outside home,,,304,204,"Treatment outside the home refers to private and public care seeking, including hospital and non-hospital options, as detailed in study ID 100's extraction by location.",0.17,4,1,Male,,,,1,1,"Care seeking was reported stratified by sex as percentages, but the total number of children sick, stratified by sex was not available in this paper. However, study ID #189 overlaps with study ID #100, as they share the same dataset. In Table 1 of study ID #100, prevalence of diarrhea stratified by sex is reported and so that data was used in study ID #189 for ""Number surveyed if they did seek care."" ",MHM,Complete,0,1,1,0,0,1,0,1,"Overlaps with Study ID 100. Study ID 100 labeled as primary dataset as it has more exact care seeking locations and study ID 189 only has overall care seeking rates for stratified by sex. Additionally, data for 189 was presented in percentages that required data from 100 to convert into usable data.",,,,,
189,"Diarrhea no more: does zinc help the poor? Evidence on the effectiveness of programmatic efforts to reach poorest in delivering zinc and ORS at scale in UP and Gujarat, India",doi.org/10.7189/jogh.06.021001,Survey,Systematic,Caregivers of children aged 2-59 months,Caregiver,three or more loose or liquid stools in 24 hours,Diarrhea (3+ loose/liquid stools),03/01/2011,06/30/2011,,No outbreak description,"Prior to implementation of the Diarrhea Alleviation through Zinc and ORS Treatment (DAZT) program. The main objective of the DAZT program was to scale–up adequate treatment of diarrhea among children under–five through public and private sector channels in selected districts. Sampling from March-June 2011, exact dates assumed
Sampling from March-June 2011, exact dates assumed",189_b,Baseline; Gujarat; female,IND,India,Gujarat,"Banas Kantha, Dahod, Panchmahal, Patan, Sabar Kantha, Surendranagar",,,Rural,"With a Gross Domestic Product (GDP) of US$ 2337, Gujarat ranks among India’s top 10 states for economic productivit",Where was care sought?,0,Any care,Child,14,Treatment outside the home,Any care outside home,,,290,194,"Treatment outside the home refers to private and public care seeking, including hospital and non-hospital options, as detailed in study ID 100's extraction by location.",0.17,4,1,Female,,,,1,1,"Care seeking was reported stratified by sex as percentages, but the total number of children sick, stratified by sex was not available in this paper. However, study ID #189 overlaps with study ID #100, as they share the same dataset. In Table 1 of study ID #100, prevalence of diarrhea stratified by sex is reported and so that data was used in study ID #189 for ""Number surveyed if they did seek care."" ",MHM,Complete,0,1,1,0,0,1,0,1,"Overlaps with Study ID 100. Study ID 100 labeled as primary dataset as it has more exact care seeking locations and study ID 189 only has overall care seeking rates for stratified by sex. Additionally, data for 189 was presented in percentages that required data from 100 to convert into usable data.",,,,,
189,"Diarrhea no more: does zinc help the poor? Evidence on the effectiveness of programmatic efforts to reach poorest in delivering zinc and ORS at scale in UP and Gujarat, India",doi.org/10.7189/jogh.06.021001,Survey,Systematic,Caregivers of children aged 2-59 months,Caregiver,three or more loose or liquid stools in 24 hours,Diarrhea (3+ loose/liquid stools),09/01/2013,11/30/2013,,No outbreak description,"After the introduction of the Diarrhea Alleviation through Zinc and ORS Treatment (DAZT) program. The main objective of the DAZT program was to scale–up adequate treatment of diarrhea among children under–five through public and private sector channels in selected districts. Sampling from September-November 2013, exact dates assumed
Sampling from March-June 2011, exact dates assumed",189_c,Endline; Gujarat; male,IND,India,Gujarat,"Banas Kantha, Dahod, Panchmahal, Patan, Sabar Kantha, Surendranagar",,,Rural,"With a Gross Domestic Product (GDP) of US$ 2337, Gujarat ranks among India’s top 10 states for economic productivit",Where was care sought?,0,Any care,Child,14,Treatment outside the home,Any care outside home,,,297,226,"Treatment outside the home refers to private and public care seeking, including hospital and non-hospital options, as detailed in study ID 100's extraction by location.",0.17,4,1,Male,,,,1,1,"Care seeking was reported stratified by sex as percentages, but the total number of children sick, stratified by sex was not available in this paper. However, study ID #189 overlaps with study ID #100, as they share the same dataset. In Table 1 of study ID #100, prevalence of diarrhea stratified by sex is reported and so that data was used in study ID #189 for ""Number surveyed if they did seek care."" ",MHM,Complete,0,1,1,0,0,1,0,1,"Overlaps with Study ID 100. Study ID 100 labeled as primary dataset as it has more exact care seeking locations and study ID 189 only has overall care seeking rates for stratified by sex. Additionally, data for 189 was presented in percentages that required data from 100 to convert into usable data.",,,,,
189,"Diarrhea no more: does zinc help the poor? Evidence on the effectiveness of programmatic efforts to reach poorest in delivering zinc and ORS at scale in UP and Gujarat, India",doi.org/10.7189/jogh.06.021001,Survey,Systematic,Caregivers of children aged 2-59 months,Caregiver,three or more loose or liquid stools in 24 hours,Diarrhea (3+ loose/liquid stools),09/01/2013,11/30/2013,,No outbreak description,"After the introduction of the Diarrhea Alleviation through Zinc and ORS Treatment (DAZT) program. The main objective of the DAZT program was to scale–up adequate treatment of diarrhea among children under–five through public and private sector channels in selected districts. Sampling from September-November 2013, exact dates assumed
Sampling from March-June 2011, exact dates assumed",189_d,Endline; Gujarat; female,IND,India,Gujarat,"Banas Kantha, Dahod, Panchmahal, Patan, Sabar Kantha, Surendranagar",,,Rural,"With a Gross Domestic Product (GDP) of US$ 2337, Gujarat ranks among India’s top 10 states for economic productivit",Where was care sought?,0,Any care,Child,14,Treatment outside the home,Any care outside home,,,256,187,"Treatment outside the home refers to private and public care seeking, including hospital and non-hospital options, as detailed in study ID 100's extraction by location.",0.17,4,1,Female,,,,1,1,"Care seeking was reported stratified by sex as percentages, but the total number of children sick, stratified by sex was not available in this paper. However, study ID #189 overlaps with study ID #100, as they share the same dataset. In Table 1 of study ID #100, prevalence of diarrhea stratified by sex is reported and so that data was used in study ID #189 for ""Number surveyed if they did seek care."" ",MHM,Complete,0,1,1,0,0,1,0,1,"Overlaps with Study ID 100. Study ID 100 labeled as primary dataset as it has more exact care seeking locations and study ID 189 only has overall care seeking rates for stratified by sex. Additionally, data for 189 was presented in percentages that required data from 100 to convert into usable data.",,,,,
